route_id,n_nodes,qubit_count,exploration_percent,batch_count,xy_mixer,amazon_cost,hybrid_cost,cost_diff_abs,cost_diff_pct,improvement_pct,runtime_sec
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,2,0.0,1,False,12047.4,13785.7,1738.3,14.43,-14.43,5.746
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,2,0.0,2,False,12047.4,15374.7,3327.3,27.62,-27.62,2.965
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,2,0.2,1,False,12047.4,13785.7,1738.3,14.43,-14.43,849.498
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,2,0.2,2,False,12047.4,15374.7,3327.3,27.62,-27.62,3.047
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,3,0.0,1,False,12047.4,12581.9,534.5,4.44,-4.44,12.884
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,3,0.0,2,False,12047.4,13941.6,1894.2,15.72,-15.72,6.606
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,3,0.0,3,False,12047.4,14699.3,2651.9,22.01,-22.01,4.416
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,3,0.2,1,False,12047.4,12581.9,534.5,4.44,-4.44,13.025
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,3,0.2,2,False,12047.4,13941.6,1894.2,15.72,-15.72,6.548
RouteID_4338a9e4-8ad0-4020-b912-5350788eb45f,169,3,0.2,3,False,12047.4,14699.3,2651.9,22.01,-22.01,4.362
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,2,0.0,1,False,11931.9,13290.4,1358.5,11.39,-11.39,6.359
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,2,0.0,2,False,11931.9,12829.7,897.8,7.52,-7.52,3.296
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,2,0.2,1,False,11931.9,13290.4,1358.5,11.39,-11.39,6.28
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,2,0.2,2,False,11931.9,12829.7,897.8,7.52,-7.52,3.219
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,3,0.0,1,False,11931.9,11229.8,-702.1,-5.88,5.88,15.282
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,3,0.0,2,False,11931.9,12521.7,589.8,4.94,-4.94,7.279
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,3,0.0,3,False,11931.9,12252.1,320.2,2.68,-2.68,4.804
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,3,0.2,1,False,11931.9,11229.8,-702.1,-5.88,5.88,15.672
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,3,0.2,2,False,11931.9,12521.7,589.8,4.94,-4.94,7.155
RouteID_b2f8cc0c-f2a2-4f89-a1f1-4a87d2dd3455,185,3,0.2,3,False,11931.9,12252.1,320.2,2.68,-2.68,4.816
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,2,0.0,1,False,9439.2,11626.6,2187.4,23.17,-23.17,4.843
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,2,0.0,2,False,9439.2,11885.1,2445.9,25.91,-25.91,2.411
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,2,0.2,1,False,9439.2,11626.6,2187.4,23.17,-23.17,5.181
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,2,0.2,2,False,9439.2,11885.1,2445.9,25.91,-25.91,2.449
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,3,0.0,1,False,9439.2,9154.8,-284.4,-3.01,3.01,11.246
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,3,0.0,2,False,9439.2,9738.9,299.7,3.18,-3.18,5.731
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,3,0.0,3,False,9439.2,11782.7,2343.5,24.83,-24.83,4.161
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,3,0.2,1,False,9439.2,9154.8,-284.4,-3.01,3.01,11.139
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,3,0.2,2,False,9439.2,9738.9,299.7,3.18,-3.18,5.568
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,144,3,0.2,3,False,9439.2,11782.7,2343.5,24.83,-24.83,3.927
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,2,0.0,1,False,9750.8,9218.0,-532.8,-5.46,5.46,3.696
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,2,0.0,2,False,9750.8,9319.7,-431.1,-4.42,4.42,1.901
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,2,0.2,1,False,9750.8,9218.0,-532.8,-5.46,5.46,3.652
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,2,0.2,2,False,9750.8,9319.7,-431.1,-4.42,4.42,1.907
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,3,0.0,1,False,9750.8,8937.6,-813.2,-8.34,8.34,7.99
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,3,0.0,2,False,9750.8,9700.8,-50.0,-0.51,0.51,4.121
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,3,0.0,3,False,9750.8,10280.7,529.9,5.43,-5.43,2.714
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,3,0.2,1,False,9750.8,8937.6,-813.2,-8.34,8.34,8.087
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,3,0.2,2,False,9750.8,9700.8,-50.0,-0.51,0.51,4.092
RouteID_b8f8d953-3963-4b7d-8580-d90c1deb5258,107,3,0.2,3,False,9750.8,10280.7,529.9,5.43,-5.43,3.596
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,2,0.0,1,False,11680.7,12864.6,1183.9,10.14,-10.14,6.084
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,2,0.0,2,False,11680.7,14346.8,2666.1,22.82,-22.82,3.409
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,2,0.2,1,False,11680.7,12864.6,1183.9,10.14,-10.14,5.997
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,2,0.2,2,False,11680.7,14346.8,2666.1,22.82,-22.82,3.064
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,3,0.0,1,False,11680.7,11283.0,-397.7,-3.4,3.4,13.577
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,3,0.0,2,False,11680.7,10812.0,-868.7,-7.44,7.44,7.07
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,3,0.0,3,False,11680.7,12700.5,1019.8,8.73,-8.73,4.747
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,3,0.2,1,False,11680.7,11283.0,-397.7,-3.4,3.4,13.676
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,3,0.2,2,False,11680.7,10812.0,-868.7,-7.44,7.44,8.178
RouteID_46ec78c2-54e8-4c59-a3c5-c19927d0c886,175,3,0.2,3,False,11680.7,12700.5,1019.8,8.73,-8.73,4.715
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,2,0.0,1,False,10008.2,10617.7,609.5,6.09,-6.09,5.359
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,2,0.0,2,False,10008.2,10738.0,729.8,7.29,-7.29,2.67
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,2,0.2,1,False,10008.2,10617.7,609.5,6.09,-6.09,5.343
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,2,0.2,2,False,10008.2,10738.0,729.8,7.29,-7.29,3.432
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,3,0.0,1,False,10008.2,10415.3,407.1,4.07,-4.07,10.976
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,3,0.0,2,False,10008.2,10280.6,272.4,2.72,-2.72,5.941
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,3,0.0,3,False,10008.2,10869.8,861.6,8.61,-8.61,4.183
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,3,0.2,1,False,10008.2,10415.3,407.1,4.07,-4.07,10.992
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,3,0.2,2,False,10008.2,10280.6,272.4,2.72,-2.72,5.521
RouteID_9952d320-113f-456b-abf0-f75f95bb6ea0,145,3,0.2,3,False,10008.2,10869.8,861.6,8.61,-8.61,4.251
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,2,0.0,1,False,13635.3,16378.7,2743.4,20.12,-20.12,5.887
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,2,0.0,2,False,13635.3,17929.4,4294.1,31.49,-31.49,2.777
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,2,0.2,1,False,13635.3,16378.7,2743.4,20.12,-20.12,5.983
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,2,0.2,2,False,13635.3,17929.4,4294.1,31.49,-31.49,2.723
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,3,0.0,1,False,13635.3,15180.5,1545.2,11.33,-11.33,12.162
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,3,0.0,2,False,13635.3,14932.0,1296.7,9.51,-9.51,6.307
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,3,0.0,3,False,13635.3,17759.5,4124.2,30.25,-30.25,4.385
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,3,0.2,1,False,13635.3,15180.5,1545.2,11.33,-11.33,12.18
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,3,0.2,2,False,13635.3,14932.0,1296.7,9.51,-9.51,6.176
RouteID_a3214b3f-e027-466d-b87b-b532ddfa52c4,160,3,0.2,3,False,13635.3,17759.5,4124.2,30.25,-30.25,4.032
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,2,0.0,1,False,11294.4,14214.9,2920.5,25.86,-25.86,6.031
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,2,0.0,2,False,11294.4,14829.4,3535.0,31.3,-31.3,3.097
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,2,0.2,1,False,11294.4,14214.9,2920.5,25.86,-25.86,6.189
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,2,0.2,2,False,11294.4,14829.4,3535.0,31.3,-31.3,3.063
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,3,0.0,1,False,11294.4,11592.5,298.1,2.64,-2.64,13.723
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,3,0.0,2,False,11294.4,12601.6,1307.2,11.57,-11.57,6.842
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,3,0.0,3,False,11294.4,14959.7,3665.3,32.45,-32.45,4.762
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,3,0.2,1,False,11294.4,11592.5,298.1,2.64,-2.64,13.549
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,3,0.2,2,False,11294.4,12601.6,1307.2,11.57,-11.57,6.839
RouteID_a9fee55e-c2d5-44f6-9897-2e7381a13cb0,180,3,0.2,3,False,11294.4,14959.7,3665.3,32.45,-32.45,4.585
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,2,0.0,1,False,14285.5,15208.4,922.9,6.46,-6.46,6.562
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,2,0.0,2,False,14285.5,16339.2,2053.7,14.38,-14.38,3.459
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,2,0.2,1,False,14285.5,15208.4,922.9,6.46,-6.46,7.767
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,2,0.2,2,False,14285.5,16339.2,2053.7,14.38,-14.38,3.429
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,3,0.0,1,False,14285.5,14250.9,-34.6,-0.24,0.24,14.689
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,3,0.0,2,False,14285.5,15386.4,1100.9,7.71,-7.71,7.302
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,3,0.0,3,False,14285.5,17204.2,2918.7,20.43,-20.43,5.041
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,3,0.2,1,False,14285.5,14250.9,-34.6,-0.24,0.24,14.816
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,3,0.2,2,False,14285.5,15386.4,1100.9,7.71,-7.71,8.442
RouteID_87ca76e9-f348-4646-a434-91845c1b6358,189,3,0.2,3,False,14285.5,17204.2,2918.7,20.43,-20.43,5.145
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,2,0.0,1,False,7422.1,10569.3,3147.2,42.4,-42.4,4.177
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,2,0.0,2,False,7422.1,9835.8,2413.7,32.52,-32.52,2.071
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,2,0.2,1,False,7422.1,10569.3,3147.2,42.4,-42.4,4.224
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,2,0.2,2,False,7422.1,9835.8,2413.7,32.52,-32.52,2.07
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,3,0.0,1,False,7422.1,7238.3,-183.8,-2.48,2.48,9.615
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,3,0.0,2,False,7422.1,8764.4,1342.3,18.09,-18.09,4.671
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,3,0.0,3,False,7422.1,11293.9,3871.8,52.17,-52.17,3.115
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,3,0.2,1,False,7422.1,7238.3,-183.8,-2.48,2.48,9.527
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,3,0.2,2,False,7422.1,8764.4,1342.3,18.09,-18.09,5.158
RouteID_9612b83b-a027-4c03-97f0-6036b7e904c1,126,3,0.2,3,False,7422.1,11293.9,3871.8,52.17,-52.17,3.224
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,2,0.0,1,False,10187.6,11946.1,1758.5,17.26,-17.26,6.467
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,2,0.0,2,False,10187.6,11504.2,1316.6,12.92,-12.92,2.778
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,2,0.2,1,False,10187.6,11946.1,1758.5,17.26,-17.26,5.58
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,2,0.2,2,False,10187.6,11504.2,1316.6,12.92,-12.92,2.721
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,3,0.0,1,False,10187.6,9722.9,-464.7,-4.56,4.56,11.758
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,3,0.0,2,False,10187.6,11482.7,1295.1,12.71,-12.71,6.649
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,3,0.0,3,False,10187.6,10764.9,577.3,5.67,-5.67,4.069
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,3,0.2,1,False,10187.6,9722.9,-464.7,-4.56,4.56,11.355
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,3,0.2,2,False,10187.6,11482.7,1295.1,12.71,-12.71,5.803
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,147,3,0.2,3,False,10187.6,10764.9,577.3,5.67,-5.67,3.87
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,2,0.0,1,False,12230.6,11959.7,-270.9,-2.21,2.21,5.587
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,2,0.0,2,False,12230.6,12354.1,123.5,1.01,-1.01,2.832
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,2,0.2,1,False,12230.6,11959.7,-270.9,-2.21,2.21,5.61
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,2,0.2,2,False,12230.6,12354.1,123.5,1.01,-1.01,2.809
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,3,0.0,1,False,12230.6,10401.7,-1828.9,-14.95,14.95,12.66
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,3,0.0,2,False,12230.6,11023.8,-1206.8,-9.87,9.87,6.427
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,3,0.0,3,False,12230.6,11356.6,-874.0,-7.15,7.15,4.225
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,3,0.2,1,False,12230.6,10401.7,-1828.9,-14.95,14.95,12.294
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,3,0.2,2,False,12230.6,11023.8,-1206.8,-9.87,9.87,6.199
RouteID_3a31487a-305c-4b47-91de-bb551e769a03,160,3,0.2,3,False,12230.6,11356.6,-874.0,-7.15,7.15,4.194
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,2,0.0,1,False,11150.0,11727.5,577.5,5.18,-5.18,5.02
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,2,0.0,2,False,11150.0,11546.6,396.6,3.56,-3.56,2.742
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,2,0.2,1,False,11150.0,11727.5,577.5,5.18,-5.18,5.104
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,2,0.2,2,False,11150.0,11546.6,396.6,3.56,-3.56,2.646
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,3,0.0,1,False,11150.0,10665.7,-484.3,-4.34,4.34,10.923
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,3,0.0,2,False,11150.0,10826.2,-323.8,-2.9,2.9,5.613
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,3,0.0,3,False,11150.0,12735.6,1585.6,14.22,-14.22,3.764
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,3,0.2,1,False,11150.0,10665.7,-484.3,-4.34,4.34,11.368
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,3,0.2,2,False,11150.0,10826.2,-323.8,-2.9,2.9,6.558
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,143,3,0.2,3,False,11150.0,12735.6,1585.6,14.22,-14.22,4.504
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,2,0.0,1,False,13365.8,13655.3,289.5,2.17,-2.17,6.411
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,2,0.0,2,False,13365.8,15213.1,1847.3,13.82,-13.82,3.254
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,2,0.2,1,False,13365.8,13655.3,289.5,2.17,-2.17,6.322
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,2,0.2,2,False,13365.8,15213.1,1847.3,13.82,-13.82,3.23
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,3,0.0,1,False,13365.8,13003.8,-362.0,-2.71,2.71,13.814
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,3,0.0,2,False,13365.8,12353.7,-1012.1,-7.57,7.57,7.009
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,3,0.0,3,False,13365.8,13614.1,248.3,1.86,-1.86,4.788
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,3,0.2,1,False,13365.8,13003.8,-362.0,-2.71,2.71,13.824
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,3,0.2,2,False,13365.8,12353.7,-1012.1,-7.57,7.57,7.018
RouteID_8915db4b-7543-4523-91ee-cf8efb57dce9,184,3,0.2,3,False,13365.8,13614.1,248.3,1.86,-1.86,4.772
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,2,0.0,1,False,8978.0,11042.3,2064.3,22.99,-22.99,5.6
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,2,0.0,2,False,8978.0,9424.6,446.6,4.97,-4.97,3.193
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,2,0.2,1,False,8978.0,11042.3,2064.3,22.99,-22.99,5.613
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,2,0.2,2,False,8978.0,9424.6,446.6,4.97,-4.97,3.191
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,3,0.0,1,False,8978.0,8877.4,-100.6,-1.12,1.12,12.957
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,3,0.0,2,False,8978.0,10448.9,1470.9,16.38,-16.38,6.459
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,3,0.0,3,False,8978.0,9718.8,740.8,8.25,-8.25,4.395
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,3,0.2,1,False,8978.0,8877.4,-100.6,-1.12,1.12,12.782
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,3,0.2,2,False,8978.0,10448.9,1470.9,16.38,-16.38,6.4
RouteID_56ef635f-96e9-4855-a95e-ae622bfe9482,167,3,0.2,3,False,8978.0,9718.8,740.8,8.25,-8.25,4.48
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,2,0.0,1,False,7367.9,8661.9,1294.0,17.56,-17.56,3.122
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,2,0.0,2,False,7367.9,6621.0,-746.9,-10.14,10.14,1.706
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,2,0.2,1,False,7367.9,8661.9,1294.0,17.56,-17.56,3.057
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,2,0.2,2,False,7367.9,6621.0,-746.9,-10.14,10.14,1.676
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,3,0.0,1,False,7367.9,6908.0,-459.9,-6.24,6.24,6.896
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,3,0.0,2,False,7367.9,7090.4,-277.5,-3.77,3.77,3.581
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,3,0.0,3,False,7367.9,7615.3,247.4,3.36,-3.36,2.392
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,3,0.2,1,False,7367.9,6908.0,-459.9,-6.24,6.24,6.983
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,3,0.2,2,False,7367.9,7090.4,-277.5,-3.77,3.77,3.523
RouteID_68ca27a6-7523-42af-91da-4a9376520b7d,93,3,0.2,3,False,7367.9,7615.3,247.4,3.36,-3.36,2.434
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,2,0.0,1,False,12707.5,12541.6,-165.9,-1.31,1.31,5.247
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,2,0.0,2,False,12707.5,12451.4,-256.1,-2.02,2.02,2.734
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,2,0.2,1,False,12707.5,12541.6,-165.9,-1.31,1.31,5.104
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,2,0.2,2,False,12707.5,12451.4,-256.1,-2.02,2.02,2.819
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,3,0.0,1,False,12707.5,11789.4,-918.1,-7.22,7.22,11.186
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,3,0.0,2,False,12707.5,11963.0,-744.5,-5.86,5.86,5.711
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,3,0.0,3,False,12707.5,11681.3,-1026.2,-8.08,8.08,3.968
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,3,0.2,1,False,12707.5,11789.4,-918.1,-7.22,7.22,11.337
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,3,0.2,2,False,12707.5,11963.0,-744.5,-5.86,5.86,5.707
RouteID_fb712b77-72cb-4c7e-a45e-ae89395d7899,148,3,0.2,3,False,12707.5,11681.3,-1026.2,-8.08,8.08,4.027
RouteID_779fffba-e463-4680-8686-7621c5413453,156,2,0.0,1,False,10494.5,13325.5,2831.0,26.98,-26.98,5.114
RouteID_779fffba-e463-4680-8686-7621c5413453,156,2,0.0,2,False,10494.5,12107.5,1613.0,15.37,-15.37,2.692
RouteID_779fffba-e463-4680-8686-7621c5413453,156,2,0.2,1,False,10494.5,13325.5,2831.0,26.98,-26.98,5.175
RouteID_779fffba-e463-4680-8686-7621c5413453,156,2,0.2,2,False,10494.5,12107.5,1613.0,15.37,-15.37,2.725
RouteID_779fffba-e463-4680-8686-7621c5413453,156,3,0.0,1,False,10494.5,10804.2,309.7,2.95,-2.95,11.766
RouteID_779fffba-e463-4680-8686-7621c5413453,156,3,0.0,2,False,10494.5,10639.6,145.1,1.38,-1.38,5.895
RouteID_779fffba-e463-4680-8686-7621c5413453,156,3,0.0,3,False,10494.5,11902.6,1408.1,13.42,-13.42,4.077
RouteID_779fffba-e463-4680-8686-7621c5413453,156,3,0.2,1,False,10494.5,10804.2,309.7,2.95,-2.95,11.832
RouteID_779fffba-e463-4680-8686-7621c5413453,156,3,0.2,2,False,10494.5,10639.6,145.1,1.38,-1.38,5.937
RouteID_779fffba-e463-4680-8686-7621c5413453,156,3,0.2,3,False,10494.5,11902.6,1408.1,13.42,-13.42,4.118
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,2,0.0,1,False,4579.1,5087.0,507.9,11.09,-11.09,1.828
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,2,0.0,2,False,4579.1,4673.8,94.7,2.07,-2.07,0.997
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,2,0.2,1,False,4579.1,5087.0,507.9,11.09,-11.09,1.832
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,2,0.2,2,False,4579.1,4673.8,94.7,2.07,-2.07,0.975
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,3,0.0,1,False,4579.1,5306.2,727.1,15.88,-15.88,4.068
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,3,0.0,2,False,4579.1,5186.6,607.5,13.27,-13.27,2.099
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,3,0.0,3,False,4579.1,5494.4,915.3,19.99,-19.99,1.411
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,3,0.2,1,False,4579.1,5306.2,727.1,15.88,-15.88,4.078
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,3,0.2,2,False,4579.1,5186.6,607.5,13.27,-13.27,2.099
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,57,3,0.2,3,False,4579.1,5494.4,915.3,19.99,-19.99,1.378
RouteID_bbd19c5d-319d-4d73-aeff-a70e877f062b,146,2,0.0,1,False,14643.5,12881.7,-1761.8,-12.03,12.03,5.021
RouteID_bbd19c5d-319d-4d73-aeff-a70e877f062b,146,2,0.0,2,False,14643.5,13396.7,-1246.8,-8.51,8.51,2.605
RouteID_bbd19c5d-319d-4d73-aeff-a70e877f062b,146,2,0.2,1,False,14643.5,12881.7,-1761.8,-12.03,12.03,5.049
RouteID_bbd19c5d-319d-4d73-aeff-a70e877f062b,146,2,0.2,2,False,14643.5,13396.7,-1246.8,-8.51,8.51,2.608
RouteID_bbd19c5d-319d-4d73-aeff-a70e877f062b,146,3,0.0,1,False,14643.5,12188.6,-2454.9,-16.76,16.76,11.241
